Timestamp,AAPL,GOOGL,MSFT,NVDA
2024-09-12 12:00:00,221.6858,153.49,421.14,119.135
2024-09-12 12:30:00,222.2552,154.105,422.75,119.436
2024-09-12 13:00:00,222.3751,154.08,423.96,119.85
2024-09-12 13:30:00,222.8345,154.3859,425.98,120.645
2024-09-12 14:00:00,222.8946,154.2657,427.18,120.405
2024-09-12 14:30:00,222.9444,154.27,426.38,120.3201
2024-09-12 15:00:00,222.6947,154.125,426.23,119.95
2024-09-12 15:30:00,222.6248,154.695,427.09,119.18
2024-09-12 16:00:00,222.3051,154.76,427.56,119.07
2024-09-12 16:30:00,222.0554,154.65,426.55,118.71
2024-09-12 17:00:00,221.9056,154.64,426.95,118.45
2024-09-12 17:30:00,222.1253,154.86,426.75,118.79
2024-09-12 18:00:00,222.3151,155.1,427.25,118.485
2024-09-12 18:30:00,222.3651,155.74,427.64,118.81
2024-09-12 19:00:00,222.5748,155.9,427.5,118.9285
2024-09-12 19:30:00,222.5119,155.8862,427.9,119.119
2024-09-13 09:00:00,223.354,155.5,425.79,119.07
2024-09-13 09:30:00,222.2752,155.89,426.9,118.675
2024-09-13 10:00:00,222.1153,157.52,427.29,118.37
2024-09-13 10:30:00,222.9145,157.57,428.57,119.395
2024-09-13 11:00:00,223.299,157.08,428.53,119.4102
2024-09-13 11:30:00,223.5637,157.1,429.05,118.91
2024-09-13 12:00:00,223.0644,156.92,428.55,118.715
2024-09-13 12:30:00,223.6337,157.28,430.28,119.2699
2024-09-13 13:00:00,223.3378,157.045,431.29,119.105
2024-09-13 13:30:00,223.4439,157.4039,431.21,118.8066
